Address:,USB0::0x0957::0x179B::MY54313428::0::INSTR,,Analog Channels,,,
,,,-2.9580775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9570775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9560775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9550775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9540775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9530775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9520775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9510775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9500775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9490775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9480775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9470775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9460775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9450775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9440775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9430775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9420775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9410775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9400775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9390775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9380775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9370775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9360775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9350775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9340775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9330775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9320775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9310775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9300775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9290775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9280775E-06,1.85307013243437,0,
,,,-2.9270775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9260775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9250775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9240775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9230775E-06,1.89648722112179,-2.01005029678345,
,,,-2.9220775E-06,1.89648722112179,-2.01005029678345,
,,,-2.9210775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9200775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9190775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9180775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9170775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9160775E-06,1.89648722112179,-2.01005029678345,
,,,-2.9150775E-06,1.89648722112179,-2.01005029678345,
,,,-2.9140775E-06,1.89648722112179,-2.01005029678345,
,,,-2.9130775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9120775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9110775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9100775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9090775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9080775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9070775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9060775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9050775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9040775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9030775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9020775E-06,1.85307013243437,-2.01005029678345,
,,,-2.9010775E-06,1.89648722112179,-2.01005029678345,
,,,-2.9000775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8990775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8980775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8970775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8960775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8950775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8940775E-06,1.85307013243437,0,
,,,-2.8930775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8920775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8910775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8900775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8890775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8880775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8870775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8860775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8850775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8840775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8830775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8820775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8810775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8800775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8790775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8780775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8770775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8760775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8750775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8740775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8730775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8720775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8710775E-06,1.85307013243437,0,
,,,-2.8700775E-06,1.85307013243437,0,
,,,-2.8690775E-06,1.85307013243437,0,
,,,-2.8680775E-06,1.85307013243437,0,
,,,-2.8670775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8660775E-06,1.89648722112179,0,
,,,-2.8650775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8640775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8630775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8620775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8610775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8600775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8590775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8580775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8570775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8560775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8550775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8540775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8530775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8520775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8510775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8500775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8490775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8480775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8470775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8460775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8450775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8440775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8430775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8420775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8410775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8400775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8390775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8380775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8370775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8360775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8350775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8340775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8330775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8320775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8310775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8300775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8290775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8280775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8270775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8260775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8250775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8240775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8230775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8220775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8210775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8200775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8190775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8180775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8170775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8160775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8150775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8140775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8130775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8120775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8110775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8100775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8090775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8080775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8070775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8060775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8050775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8040775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8030775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8020775E-06,1.89648722112179,-2.01005029678345,
,,,-2.8010775E-06,1.85307013243437,-2.01005029678345,
,,,-2.8000775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7990775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7980775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7970775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7960775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7950775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7940775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7930775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7920775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7910775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7900775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7890775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7880775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7870775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7860775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7850775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7840775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7830775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7820775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7810775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7800775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7790775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7780775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7770775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7760775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7750775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7740775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7730775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7720775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7710775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7700775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7690775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7680775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7670775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7660775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7650775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7640775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7630775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7620775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7610775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7600775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7590775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7580775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7570775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7560775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7550775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7540775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7530775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7520775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7510775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7500775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7490775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7480775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7470775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7460775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7450775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7440775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7430775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7420775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7410775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7400775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7390775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7380775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7370775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7360775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7350775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7340775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7330775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7320775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7310775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7300775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7290775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7280775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7270775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7260775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7250775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7240775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7230775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7220775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7210775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7200775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7190775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7180775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7170775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7160775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7150775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7140775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7130775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7120775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7110775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7100775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7090775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7080775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7070775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7060775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7050775E-06,1.85307013243437,0,
,,,-2.7040775E-06,1.85307013243437,-2.01005029678345,
,,,-2.7030775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7020775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7010775E-06,1.89648722112179,-2.01005029678345,
,,,-2.7000775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6990775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6980775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6970775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6960775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6950775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6940775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6930775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6920775E-06,1.85307013243437,0,
,,,-2.6910775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6900775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6890775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6880775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6870775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6860775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6850775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6840775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6830775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6820775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6810775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6800775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6790775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6780775E-06,1.85307013243437,0,
,,,-2.6770775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6760775E-06,1.85307013243437,0,
,,,-2.6750775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6740775E-06,1.89648722112179,0,
,,,-2.6730775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6720775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6710775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6700775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6690775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6680775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6670775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6660775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6650775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6640775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6630775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6620775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6610775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6600775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6590775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6580775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6570775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6560775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6550775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6540775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6530775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6520775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6510775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6500775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6490775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6480775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6470775E-06,1.85307013243437,0,
,,,-2.6460775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6450775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6440775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6430775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6420775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6410775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6400775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6390775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6380775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6370775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6360775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6350775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6340775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6330775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6320775E-06,1.85307013243437,0,
,,,-2.6310775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6300775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6290775E-06,1.89648722112179,-2.01005029678345,
,,,-2.6280775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6270775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6260775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6250775E-06,1.85307013243437,0,
,,,-2.6240775E-06,1.85307013243437,0,
,,,-2.6230775E-06,1.85307013243437,0,
,,,-2.6220775E-06,1.85307013243437,0,
,,,-2.6210775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6200775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6190775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6180775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6170775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6160775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6150775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6140775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6130775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6120775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6110775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6100775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6090775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6080775E-06,1.85307013243437,0,
,,,-2.6070775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6060775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6050775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6040775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6030775E-06,1.85307013243437,-2.01005029678345,
,,,-2.6020775E-06,1.85307013243437,0,
,,,-2.6010775E-06,1.85307013243437,0,
,,,-2.6000775E-06,1.85307013243437,0,
,,,-2.5990775E-06,1.85307013243437,-2.01005029678345,
,,,-2.5980775E-06,1.89648722112179,-2.01005029678345,
,,,-2.5970775E-06,1.89648722112179,-2.01005029678345,
,,,-2.5960775E-06,1.89648722112179,-2.01005029678345,
,,,-2.5950775E-06,1.89648722112179,-2.01005029678345,
,,,-2.5940775E-06,1.89648722112179,-2.01005029678345,
