Address:,USB0::0x0957::0x179B::MY54313421::0::INSTR,,Analog Channels,,,
,,,-0.03244791682,-0.033464758656919,-0.00410043023293838,
,,,-0.0323958334875,-0.033464758656919,-0.00410043023293838,
,,,-0.032343750155,-0.033464758656919,-0.00410043023293838,
,,,-0.0322916668225,-0.0345200350275263,-0.00410043023293838,
,,,-0.03223958349,-0.033464758656919,-0.00410043023293838,
,,,-0.0321875001575,-0.033464758656919,-0.00410043023293838,
,,,-0.032135416825,-0.0345200350275263,-0.003728570882231,
,,,-0.0320833334925,-0.0345200350275263,-0.00410043023293838,
,,,-0.03203125016,-0.033464758656919,-0.00410043023293838,
,,,-0.0319791668275,-0.0345200350275263,-0.00410043023293838,
,,,-0.031927083495,-0.0345200350275263,-0.00410043023293838,
,,,-0.0318750001625,-0.0345200350275263,-0.00410043023293838,
,,,-0.03182291683,-0.0345200350275263,-0.003728570882231,
,,,-0.0317708334975,-0.0345200350275263,-0.00410043023293838,
,,,-0.031718750165,-0.0324094822863117,-0.00410043023293838,
,,,-0.0316666668325,-0.0324094822863117,-0.00410043023293838,
,,,-0.0316145835,-0.033464758656919,-0.00410043023293838,
,,,-0.0315625001675,-0.033464758656919,-0.00410043023293838,
,,,-0.031510416835,-0.033464758656919,-0.00410043023293838,
,,,-0.0314583335025,-0.033464758656919,-0.00410043023293838,
,,,-0.03140625017,-0.033464758656919,-0.00447228958364576,
,,,-0.0313541668375,-0.0324094822863117,-0.00410043023293838,
,,,-0.031302083505,-0.033464758656919,-0.00410043023293838,
,,,-0.0312500001725,2.09397240448743,0.866422309773043,
,,,-0.03119791684,2.09819350996986,0.878321808995679,
,,,-0.0311458335075,2.10135933908168,0.888362011464778,
,,,-0.031093750175,2.1034698918229,0.896914776531048,
,,,-0.0310416668425,2.10558044456411,0.904351963545196,
,,,-0.03098958351,2.10769099730533,0.910673572507221,
,,,-0.0309375001775,2.10980155004654,0.916251462767832,
,,,-0.030885416845,2.11085682641715,0.921085634327028,
,,,-0.0308333335125,2.11402265552897,0.924804227834102,
,,,-0.03078125018,2.11402265552897,0.928522821341176,
,,,-0.0307291668475,2.11507793189958,0.931497696146835,
,,,-0.030677083515,2.11613320827018,0.934100711601786,
,,,-0.0306250001825,2.1182437610114,0.935960008355323,
,,,-0.03057291685,2.11929903738201,0.93781930510886,
,,,-0.0305208335175,2.12035431375261,0.93930674251169,
,,,-0.030468750185,2.12140959012322,0.940422320563812,
,,,-0.0304166668525,2.12140959012322,0.940794179914519,
,,,-0.03036458352,2.12246486649383,0.941909757966641,
,,,-0.0303125001875,2.12352014286444,0.942653476668056,
,,,-0.030260416855,2.12457541923504,0.942653476668056,
,,,-0.0302083335225,2.12457541923504,0.943025336018763,
,,,-0.03015625019,2.12563069560565,0.943025336018763,
,,,-0.0301041668575,2.12668597197626,0.943397195369471,
,,,-0.030052083525,2.12668597197626,0.943025336018763,
,,,-0.0300000001925,2.12774124834687,0.943025336018763,
,,,-0.02994791686,2.12879652471747,0.943025336018763,
,,,-0.0298958335275,2.12774124834687,0.943025336018763,
,,,-0.029843750195,2.12879652471747,0.942653476668056,
,,,-0.0297916668625,2.12879652471747,0.942281617317349,
,,,-0.02973958353,2.12985180108808,0.942281617317349,
,,,-0.0296875001975,2.13090707745869,0.942281617317349,
,,,-0.029635416865,2.13196235382929,0.941909757966641,
,,,-0.0295833335325,2.1330176301999,0.941909757966641,
,,,-0.0295312502,2.1330176301999,0.941537898615934,
,,,-0.0294791668675,2.1330176301999,0.941166039265227,
,,,-0.029427083535,2.13407290657051,0.941166039265227,
,,,-0.0293750002025,2.1330176301999,0.941166039265227,
,,,-0.02932291687,2.1330176301999,0.940794179914519,
,,,-0.0292708335375,2.13407290657051,0.940422320563812,
,,,-0.029218750205,2.13512818294112,0.940422320563812,
,,,-0.0291666668725,2.13618345931172,0.940422320563812,
,,,-0.02911458354,2.13723873568233,0.940422320563812,
,,,-0.0290625002075,2.13723873568233,0.940050461213104,
,,,-0.029010416875,2.13723873568233,0.940050461213104,
,,,-0.0289583335425,2.13723873568233,0.939678601862397,
,,,-0.02890625021,2.13723873568233,0.939678601862397,
,,,-0.0288541668775,2.13829401205294,0.939678601862397,
,,,-0.028802083545,2.13829401205294,0.939678601862397,
,,,-0.0287500002125,2.13829401205294,0.93930674251169,
,,,-0.02869791688,2.13829401205294,0.93930674251169,
,,,-0.0286458335475,2.13829401205294,0.939678601862397,
,,,-0.028593750215,2.13934928842355,0.93930674251169,
,,,-0.0285416668825,2.14040456479415,0.93930674251169,
,,,-0.02848958355,2.14040456479415,0.93930674251169,
,,,-0.0284375002175,2.14040456479415,0.939678601862397,
,,,-0.028385416885,2.14040456479415,0.939678601862397,
,,,-0.0283333335525,2.14145984116476,0.939678601862397,
,,,-0.02828125022,2.14040456479415,0.939678601862397,
,,,-0.0282291668875,2.14145984116476,0.939678601862397,
,,,-0.028177083555,2.14145984116476,0.939678601862397,
,,,-0.0281250002225,2.14251511753537,0.939678601862397,
,,,-0.02807291689,2.14251511753537,0.939678601862397,
,,,-0.0280208335575,2.14251511753537,0.939678601862397,
,,,-0.027968750225,2.14251511753537,0.940050461213104,
,,,-0.0279166668925,2.14357039390597,0.940422320563812,
,,,-0.02786458356,2.14462567027658,0.940050461213104,
,,,-0.0278125002275,2.14462567027658,0.940050461213104,
,,,-0.027760416895,2.14462567027658,0.940422320563812,
,,,-0.0277083335625,2.14568094664719,0.940422320563812,
,,,-0.02765625023,2.14568094664719,0.940422320563812,
,,,-0.0276041668975,2.1467362230178,0.940422320563812,
,,,-0.027552083565,2.1477914993884,0.940794179914519,
,,,-0.0275000002325,2.1467362230178,0.940422320563812,
,,,-0.0274479169,2.1467362230178,0.940794179914519,
,,,-0.0273958335675,2.1467362230178,0.940794179914519,
,,,-0.027343750235,2.1477914993884,0.940794179914519,
,,,-0.0272916669025,2.1477914993884,0.940794179914519,
,,,-0.02723958357,2.14884677575901,0.941166039265227,
,,,-0.0271875002375,2.14884677575901,0.941166039265227,
,,,-0.027135416905,2.14990205212962,0.941166039265227,
,,,-0.0270833335725,2.14884677575901,0.941166039265227,
,,,-0.02703125024,2.14884677575901,0.941166039265227,
,,,-0.0269791669075,2.14990205212962,0.941166039265227,
,,,-0.026927083575,2.15095732850023,0.941166039265227,
,,,-0.0268750002425,2.15095732850023,0.941537898615934,
,,,-0.02682291691,2.15095732850023,0.941537898615934,
,,,-0.0267708335775,2.15095732850023,0.941537898615934,
,,,-0.026718750245,2.15201260487083,0.941909757966641,
,,,-0.0266666669125,2.15201260487083,0.941909757966641,
,,,-0.02661458358,2.15201260487083,0.941909757966641,
,,,-0.0265625002475,2.15201260487083,0.941909757966641,
,,,-0.026510416915,2.15306788124144,0.942281617317349,
,,,-0.0264583335825,2.15201260487083,0.942281617317349,
,,,-0.02640625025,2.15412315761205,0.942281617317349,
,,,-0.0263541669175,2.15306788124144,0.942281617317349,
,,,-0.026302083585,2.15201260487083,0.942653476668056,
,,,-0.0262500002525,2.15306788124144,0.942281617317349,
,,,-0.02619791692,2.15306788124144,0.942653476668056,
,,,-0.0261458335875,2.15412315761205,0.942281617317349,
,,,-0.026093750255,2.15412315761205,0.942653476668056,
,,,-0.0260416669225,2.15412315761205,0.942653476668056,
,,,-0.02598958359,2.15412315761205,0.942653476668056,
,,,-0.0259375002575,2.15517843398266,0.943025336018763,
,,,-0.025885416925,2.15517843398266,0.943025336018763,
,,,-0.0258333335925,2.15623371035326,0.943025336018763,
,,,-0.02578125026,2.15623371035326,0.943025336018763,
,,,-0.0257291669275,2.15728898672387,0.943025336018763,
,,,-0.025677083595,2.15834426309448,0.943025336018763,
,,,-0.0256250002625,2.15834426309448,0.943025336018763,
,,,-0.02557291693,2.15939953946508,0.943397195369471,
,,,-0.0255208335975,2.15834426309448,0.943397195369471,
,,,-0.025468750265,2.15939953946508,0.943397195369471,
,,,-0.0254166669325,2.15834426309448,0.943769054720178,
,,,-0.0253645836,2.15939953946508,0.943397195369471,
,,,-0.0253125002675,2.15939953946508,0.943397195369471,
,,,-0.025260416935,2.15939953946508,0.943397195369471,
,,,-0.0252083336025,2.15939953946508,0.943769054720178,
,,,-0.02515625027,2.15939953946508,0.943769054720178,
,,,-0.0251041669375,2.16045481583569,0.943769054720178,
,,,-0.025052083605,2.15939953946508,0.944140914070886,
,,,-0.0250000002725,2.16045481583569,0.944140914070886,
,,,-0.02494791694,2.16045481583569,0.944140914070886,
,,,-0.0248958336075,2.16045481583569,0.944140914070886,
,,,-0.024843750275,2.1615100922063,0.944140914070886,
,,,-0.0247916669425,2.1615100922063,0.944140914070886,
,,,-0.02473958361,2.1615100922063,0.944140914070886,
,,,-0.0246875002775,2.1615100922063,0.944140914070886,
,,,-0.024635416945,2.1615100922063,0.944512773421593,
,,,-0.0245833336125,2.16256536857691,0.944512773421593,
,,,-0.02453125028,2.16256536857691,0.944512773421593,
,,,-0.0244791669475,2.16256536857691,0.944512773421593,
,,,-0.024427083615,2.16362064494751,0.944512773421593,
,,,-0.0243750002825,2.16362064494751,0.944512773421593,
,,,-0.02432291695,2.16362064494751,0.9448846327723,
,,,-0.0242708336175,2.16362064494751,0.944512773421593,
,,,-0.024218750285,2.16362064494751,0.944512773421593,
,,,-0.0241666669525,2.16467592131812,0.944512773421593,
,,,-0.02411458362,2.16467592131812,0.9448846327723,
,,,-0.0240625002875,2.16573119768873,0.9448846327723,
,,,-0.024010416955,2.16467592131812,0.9448846327723,
,,,-0.0239583336225,2.16467592131812,0.9448846327723,
,,,-0.02390625029,2.16467592131812,0.9448846327723,
,,,-0.0238541669575,2.16467592131812,0.9448846327723,
,,,-0.023802083625,2.16467592131812,0.9448846327723,
,,,-0.0237500002925,2.16573119768873,0.945256492123008,
,,,-0.02369791696,2.16467592131812,0.9448846327723,
,,,-0.0236458336275,2.16467592131812,0.945256492123008,
,,,-0.023593750295,2.16467592131812,0.945256492123008,
,,,-0.0235416669625,2.16678647405934,0.9448846327723,
,,,-0.02348958363,2.16678647405934,0.945256492123008,
,,,-0.0234375002975,2.16678647405934,0.945256492123008,
,,,-0.023385416965,2.16678647405934,0.945256492123008,
,,,-0.0233333336325,2.16678647405934,0.945256492123008,
,,,-0.0232812503,2.16784175042994,0.945256492123008,
,,,-0.0232291669675,2.16784175042994,0.945256492123008,
,,,-0.023177083635,2.16889702680055,0.945628351473715,
,,,-0.0231250003025,2.16784175042994,0.945628351473715,
,,,-0.02307291697,2.16784175042994,0.945628351473715,
,,,-0.0230208336375,2.16889702680055,0.945628351473715,
,,,-0.022968750305,2.16889702680055,0.945628351473715,
,,,-0.0229166669725,2.16889702680055,0.945628351473715,
,,,-0.02286458364,2.16889702680055,0.946000210824423,
,,,-0.0228125003075,2.16889702680055,0.946000210824423,
,,,-0.022760416975,2.16995230317116,0.945628351473715,
,,,-0.0227083336425,2.16995230317116,0.945628351473715,
,,,-0.02265625031,2.17100757954177,0.945628351473715,
,,,-0.0226041669775,2.17100757954177,0.946000210824423,
,,,-0.022552083645,2.17100757954177,0.946000210824423,
,,,-0.0225000003125,2.16995230317116,0.946000210824423,
,,,-0.02244791698,2.17206285591237,0.946000210824423,
,,,-0.0223958336475,2.17206285591237,0.946000210824423,
,,,-0.022343750315,2.17206285591237,0.946000210824423,
,,,-0.0222916669825,2.17100757954177,0.946000210824423,
,,,-0.02223958365,2.17206285591237,0.946000210824423,
,,,-0.0221875003175,2.17206285591237,0.94637207017513,
,,,-0.022135416985,2.17100757954177,0.94637207017513,
,,,-0.0220833336525,2.17100757954177,0.946000210824423,
,,,-0.02203125032,2.17206285591237,0.94637207017513,
,,,-0.0219791669875,2.17206285591237,0.94637207017513,
,,,-0.021927083655,2.17206285591237,0.94637207017513,
,,,-0.0218750003225,2.17206285591237,0.94637207017513,
,,,-0.02182291699,2.17311813228298,0.94637207017513,
,,,-0.0217708336575,2.17311813228298,0.94637207017513,
,,,-0.021718750325,2.17311813228298,0.94637207017513,
,,,-0.0216666669925,2.17311813228298,0.94637207017513,
,,,-0.02161458366,2.17311813228298,0.946743929525837,
,,,-0.0215625003275,2.17417340865359,0.94637207017513,
,,,-0.021510416995,2.17417340865359,0.946743929525837,
,,,-0.0214583336625,2.17417340865359,0.94637207017513,
,,,-0.02140625033,2.17522868502419,0.946743929525837,
,,,-0.0213541669975,2.1762839613948,0.946743929525837,
,,,-0.021302083665,2.17522868502419,0.94637207017513,
,,,-0.0212500003325,2.17522868502419,0.946743929525837,
,,,-0.021197917,2.1762839613948,0.946743929525837,
,,,-0.0211458336675,2.17522868502419,0.946743929525837,
,,,-0.021093750335,2.1762839613948,0.946743929525837,
,,,-0.0210416670025,2.1762839613948,0.947115788876545,
,,,-0.02098958367,2.17522868502419,0.946743929525837,
,,,-0.0209375003375,2.1762839613948,0.946743929525837,
,,,-0.020885417005,2.17839451413602,0.946743929525837,
,,,-0.0208333336725,2.17733923776541,0.947115788876545,
,,,-0.02078125034,2.17733923776541,0.946743929525837,
,,,-0.0207291670075,2.17733923776541,0.947115788876545,
,,,-0.020677083675,2.17839451413602,0.947115788876545,
,,,-0.0206250003425,2.17733923776541,0.947115788876545,
,,,-0.02057291701,2.17839451413602,0.947115788876545,
,,,-0.0205208336775,2.17733923776541,0.947115788876545,
,,,-0.020468750345,2.17839451413602,0.947115788876545,
,,,-0.0204166670125,2.17839451413602,0.947115788876545,
,,,-0.02036458368,2.17839451413602,0.947115788876545,
,,,-0.0203125003475,2.17839451413602,0.947115788876545,
,,,-0.020260417015,2.17944979050662,0.946743929525837,
,,,-0.0202083336825,2.17839451413602,0.947115788876545,
,,,-0.02015625035,2.17944979050662,0.947115788876545,
,,,-0.0201041670175,2.17944979050662,0.947115788876545,
,,,-0.020052083685,2.17944979050662,0.947115788876545,
,,,-0.0200000003525,2.17944979050662,0.947115788876545,
,,,-0.01994791702,2.17944979050662,0.947115788876545,
,,,-0.0198958336875,2.18050506687723,0.947115788876545,
,,,-0.019843750355,2.18050506687723,0.947115788876545,
,,,-0.0197916670225,2.17944979050662,0.947487648227252,
,,,-0.01973958369,2.18050506687723,0.947487648227252,
,,,-0.0196875003575,2.17944979050662,0.947115788876545,
,,,-0.019635417025,2.18156034324784,0.947487648227252,
,,,-0.0195833336925,2.18156034324784,0.947487648227252,
,,,-0.01953125036,2.18050506687723,0.947115788876545,
,,,-0.0194791670275,2.17944979050662,0.947115788876545,
,,,-0.019427083695,2.18050506687723,0.947115788876545,
,,,-0.0193750003625,2.18156034324784,0.947487648227252,
,,,-0.01932291703,2.18156034324784,0.947487648227252,
,,,-0.0192708336975,2.18050506687723,0.947487648227252,
,,,-0.019218750365,2.18156034324784,0.947487648227252,
,,,-0.0191666670325,2.18156034324784,0.947487648227252,
,,,-0.0191145837,2.18156034324784,0.947487648227252,
,,,-0.0190625003675,2.18156034324784,0.947487648227252,
,,,-0.019010417035,2.18261561961845,0.947487648227252,
,,,-0.0189583337025,2.18156034324784,0.947487648227252,
,,,-0.01890625037,2.18261561961845,0.947487648227252,
,,,-0.0188541670375,2.18367089598905,0.947487648227252,
,,,-0.018802083705,2.18261561961845,0.947859507577959,
,,,-0.0187500003725,2.18472617235966,0.947859507577959,
,,,-0.01869791704,2.18367089598905,0.947859507577959,
,,,-0.0186458337075,2.18367089598905,0.947859507577959,
